NG	230228V004500T	2023-03-01 05:58:30	1
OK	230228V004600T	2023-03-01 05:59:11	2
OK	230228V004600T	2023-03-01 06:02:37	1
NG	230228V004500T	2023-03-01 06:03:19	2
OK	230228V004600T	2023-03-01 07:49:17	1
NG	230228V004500T	2023-03-01 07:49:59	2
OK	230228V001870T	2023-03-01 07:58:25	1
OK	230228V001880T	2023-03-01 07:59:07	2
OK	230228V001900T	2023-03-01 08:00:42	1
OK	230228V001890T	2023-03-01 08:01:24	2
OK	230228V001050T	2023-03-01 08:02:35	1
OK	230228V001060T	2023-03-01 08:03:17	2
OK	230228V001070T	2023-03-01 08:04:15	1
OK	230228V001040T	2023-03-01 08:04:56	2
OK	230228V000960T	2023-03-01 08:07:05	1
OK	230228V000970T	2023-03-01 08:07:47	2
OK	230228V000990T	2023-03-01 08:09:05	1
OK	230228V000980T	2023-03-01 08:09:47	2
OK	230228V002320T	2023-03-01 08:10:49	1
OK	230228V001090T	2023-03-01 08:11:31	2
OK	230228V001000T	2023-03-01 08:12:22	1
OK	230228V001100T	2023-03-01 08:13:04	2
OK	230228V001080T	2023-03-01 08:13:56	1
OK	230228V002350T	2023-03-01 08:14:38	2
OK	230228V002340T	2023-03-01 08:15:40	1
OK	230228V002330T	2023-03-01 08:16:22	2
OK	230228V001810T	2023-03-01 08:17:55	1
OK	230228V001820T	2023-03-01 08:18:37	2
OK	230228V001910T	2023-03-01 08:19:30	1
OK	230228V001830T	2023-03-01 08:20:12	2
OK	230228V001390T	2023-03-01 08:21:09	1
OK	230228V002020T	2023-03-01 08:21:51	2
OK	230228V001370T	2023-03-01 08:22:53	1
OK	230228V002030T	2023-03-01 08:23:35	2
OK	230228V001200T	2023-03-01 08:24:50	1
OK	230228V001230T	2023-03-01 08:25:32	2
OK	230228V001850T	2023-03-01 08:26:24	1
OK	230228V001220T	2023-03-01 08:27:06	2
OK	230228V001240T	2023-03-01 08:28:12	1
OK	230228V001840T	2023-03-01 08:28:54	2
OK	230228V001860T	2023-03-01 08:29:46	1
OK	230228V001800T	2023-03-01 08:30:28	2
OK	230228V002160T	2023-03-01 08:32:04	1
OK	230228V002250T	2023-03-01 08:32:46	2
OK	230228V002170T	2023-03-01 08:33:39	1
OK	230228V002260T	2023-03-01 08:34:21	2
OK	230228V002210T	2023-03-01 08:35:27	1
OK	230228V002270T	2023-03-01 08:36:09	2
OK	230228V002230T	2023-03-01 08:37:22	1
OK	230228V002240T	2023-03-01 08:38:04	2
OK	230228V001270T	2023-03-01 08:39:06	1
OK	230228V001280T	2023-03-01 08:39:48	2
OK	230228V000920T	2023-03-01 08:41:04	1
OK	230228V000940T	2023-03-01 08:41:46	2
NG	230228V000930T	2023-03-01 08:42:38	1
OK	230228V002360T	2023-03-01 08:43:20	2
OK	230228V000950T	2023-03-01 08:44:19	1
OK	230228V002220T	2023-03-01 08:45:01	2
OK	230228V001760T	2023-03-01 08:46:30	1
OK	230228V000910T	2023-03-01 08:47:12	2
OK	230228V001770T	2023-03-01 08:48:04	1
OK	230228V000830T	2023-03-01 08:48:46	2
OK	230228V001250T	2023-03-01 08:49:51	1
OK	230228V000820T	2023-03-01 08:50:33	2
OK	230228V001260T	2023-03-01 08:51:30	1
OK	230228V000810T	2023-03-01 08:52:12	2
OK	230228V002010T	2023-03-01 08:53:29	1
OK	230228V001930T	2023-03-01 08:54:11	2
OK	230228V001980T	2023-03-01 08:55:03	1
OK	230228V001950T	2023-03-01 08:55:45	2
OK	230228V001940T	2023-03-01 08:56:45	1
OK	230228V001360T	2023-03-01 08:57:27	2
OK	230228V001780T	2023-03-01 08:58:22	1
OK	230228V001790T	2023-03-01 08:59:04	2
OK	230228V002200T	2023-03-01 09:00:29	1
OK	230228V002430T	2023-03-01 09:01:11	2
OK	230228V002300T	2023-03-01 09:02:04	1
OK	230228V002420T	2023-03-01 09:02:46	2
OK	230228V002410T	2023-03-01 09:03:46	1
OK	230228V000930T	2023-03-01 09:04:28	2
OK	230228V002310T	2023-03-01 09:05:25	1
OK	230228V000930T	2023-03-01 09:06:07	2
OK	230228V002180T	2023-03-01 09:07:31	1
OK	230228V002190T	2023-03-01 09:08:13	2
OK	230228V001960T	2023-03-01 09:09:42	1
OK	230228V002100T	2023-03-01 09:10:24	2
OK	230228V002110T	2023-03-01 09:11:16	1
OK	230228V001970T	2023-03-01 09:11:58	2
OK	230228V002080T	2023-03-01 09:13:26	1
OK	230228V002090T	2023-03-01 09:14:08	2
OK	230228V002290T	2023-03-01 09:15:04	1
OK	230228V002280T	2023-03-01 09:15:46	2
OK	230228V002400T	2023-03-01 09:16:51	1
OK	230228V002370T	2023-03-01 09:17:33	2
OK	230228V002150T	2023-03-01 09:18:26	1
OK	230228V002140T	2023-03-01 09:19:08	2
OK	230228V001920T	2023-03-01 09:20:23	1
OK	230228V001990T	2023-03-01 09:21:05	2
OK	230228V002120T	2023-03-01 09:24:18	1
OK	230228V002000T	2023-03-01 09:25:00	2
OK	230228V002130T	2023-03-01 09:25:52	1
OK	230228V001380T	2023-03-01 09:26:34	2
OK	230228V002050T	2023-03-01 09:28:01	1
OK	230228V002070T	2023-03-01 09:28:43	2
OK	230228V002060T	2023-03-01 09:29:35	1
OK	230228V002040T	2023-03-01 09:30:17	2
OK	230228V002380T	2023-03-01 09:31:14	1
OK	230228V002390T	2023-03-01 09:31:56	2
OK	230228V003060T	2023-03-01 09:36:08	1
OK	230228V003090T	2023-03-01 09:36:50	2
OK	230228V003070T	2023-03-01 09:37:42	1
OK	230228V003080T	2023-03-01 09:38:24	2
OK	230228V003010T	2023-03-01 09:39:35	1
OK	230228V002490T	2023-03-01 09:40:17	2
OK	230228V002500T	2023-03-01 09:41:10	1
OK	230228V002480T	2023-03-01 09:41:52	2
OK	230228V003020T	2023-03-01 09:42:56	1
OK	230228V003040T	2023-03-01 09:43:38	2
OK	230228V003050T	2023-03-01 09:44:31	1
OK	230228V003030T	2023-03-01 09:45:13	2
OK	230228V002470T	2023-03-01 09:46:10	1
OK	230228V002450T	2023-03-01 09:46:52	2
OK	230228V002440T	2023-03-01 09:47:44	1
OK	230228V002460T	2023-03-01 09:48:26	2
OK	230228V002610T	2023-03-01 09:49:37	1
OK	230228V002730T	2023-03-01 09:50:19	2
OK	230228V002790T	2023-03-01 09:51:10	1
OK	230228V002680T	2023-03-01 09:51:52	2
NG	230228V002780T	2023-03-01 09:56:50	1
OK	230228V002650T	2023-03-01 09:57:32	2
OK	230228V002800T	2023-03-01 09:58:58	1
OK	230228V002660T	2023-03-01 09:59:40	2
OK	230228V002980T	2023-03-01 10:00:31	1
OK	230228V002670T	2023-03-01 10:01:13	2
OK	230228V002810T	2023-03-01 10:12:21	1
OK	230228V003000T	2023-03-01 10:13:03	2
OK	230228V002830T	2023-03-01 10:14:09	1
OK	230228V002840T	2023-03-01 10:14:51	2
OK	230228V002850T	2023-03-01 10:15:45	1
OK	230228V002820T	2023-03-01 10:16:27	2
OK	230228V002690T	2023-03-01 10:17:26	1
OK	230228V003500T	2023-03-01 10:18:08	2
OK	230228V002990T	2023-03-01 10:19:01	1
OK	230228V002780T	2023-03-01 10:19:43	2
OK	230228V003490T	2023-03-01 10:20:41	1
OK	230228V002780T	2023-03-01 10:21:23	2
OK	230228V003470T	2023-03-01 10:22:21	1
