OK	230226V013860R	2023-03-07 15:58:52	1
NG	230226V013850R	2023-03-07 16:02:36	2
OK	230226V013860R	2023-03-09 01:10:43	1
NG	230226V013850R	2023-03-09 01:14:25	2
OK	230227V008090R	2023-03-09 01:41:28	1
OK	230227V008090R	2023-03-09 01:46:59	1
OK	230227V008100R	2023-03-09 01:50:41	2
OK	230227V007050R	2023-03-09 01:54:32	1
OK	230227V007010R	2023-03-09 01:58:14	2
OK	230227V007110R	2023-03-09 02:02:07	1
OK	230227V006960R	2023-03-09 02:05:49	2
OK	230227V007130R	2023-03-09 02:09:41	1
OK	230227V006950R	2023-03-09 02:13:23	2
OK	230227V007210R	2023-03-09 02:17:16	1
OK	230227V007220R	2023-03-09 02:20:58	2
OK	230227V007060R	2023-03-09 02:24:49	1
OK	230227V007140R	2023-03-09 02:28:32	2
OK	230227V006920R	2023-03-09 02:32:25	1
OK	230227V006910R	2023-03-09 02:36:07	2
OK	230227V007150R	2023-03-09 02:39:59	1
OK	230227V007160R	2023-03-09 02:43:41	2
OK	230227V006940R	2023-03-09 02:47:34	1
OK	230227V006930R	2023-03-09 02:51:17	2
OK	230227V006980R	2023-03-09 02:55:08	1
OK	230227V006970R	2023-03-09 02:58:50	2
OK	230227V007240R	2023-03-09 03:02:41	1
OK	230227V007230R	2023-03-09 03:06:23	2
OK	230227V007030R	2023-03-09 03:16:14	1
OK	230227V007020R	2023-03-09 03:19:57	2
OK	230227V007330R	2023-03-09 03:23:48	1
OK	230227V007310R	2023-03-09 03:27:30	2
OK	230227V007040R	2023-03-09 03:31:23	1
OK	230227V007120R	2023-03-09 03:35:05	2
OK	230227V007250R	2023-03-09 03:38:57	1
OK	230227V007350R	2023-03-09 03:44:16	1
OK	230227V007340R	2023-03-09 03:47:58	2
OK	230227V007270R	2023-03-09 03:51:50	1
OK	230227V007360R	2023-03-09 03:55:32	2
OK	230227V007170R	2023-03-09 03:59:27	1
OK	230227V007260R	2023-03-09 04:03:09	2
OK	230227V007180R	2023-03-09 04:07:01	1
OK	230227V007080R	2023-03-09 04:10:43	2
OK	230227V007070R	2023-03-09 04:14:36	1
OK	230227V007090R	2023-03-09 04:18:29	1
OK	230227V006990R	2023-03-09 04:22:11	2
OK	230227V007000R	2023-03-09 04:26:03	1
OK	230227V007190R	2023-03-09 04:29:46	2
OK	230227V007280R	2023-03-09 04:33:37	1
OK	230227V008000R	2023-03-09 04:37:19	2
OK	230227V007100R	2023-03-09 04:41:11	1
OK	230227V007290R	2023-03-09 04:44:54	2
OK	230227V008060R	2023-03-09 04:48:45	1
OK	230227V008070R	2023-03-09 04:52:27	2
