STT, PO boxing, Lot boxing, Barcode, Line, Model, Time test FU, Time boxing, PIC boxing, Status Lot, Qty_PO
26,20230308_Day_Cell Module_6,VPM23030806BA6049,230220V009120P,6,Cell Module,2023-03-08 00:38:40,3/8/2023 9:21:25 AM,1,Close,552
27,20230308_Day_Cell Module_6,VPM23030806BA6049,230220V002840P,6,Cell Module,2023-03-08 00:45:34,3/8/2023 9:21:39 AM,1,Close,552
28,20230308_Day_Cell Module_6,VPM23030806BA6049,230220V002830P,6,Cell Module,2023-03-08 00:44:45,3/8/2023 9:21:43 AM,1,Close,552
29,20230308_Day_Cell Module_6,VPM23030806BA6049,230302V007630P,6,Cell Module,2023-03-08 00:47:19,3/8/2023 9:22:02 AM,1,Close,552
30,20230308_Day_Cell Module_6,VPM23030806BA6049,230220V002820P,6,Cell Module,2023-03-08 00:43:56,3/8/2023 9:22:06 AM,1,Close,552
31,20230308_Day_Cell Module_6,VPM23030806BA6049,230302V006770P,6,Cell Module,2023-03-08 00:24:03,3/8/2023 9:22:18 AM,1,Close,552
32,20230308_Day_Cell Module_6,VPM23030806BA6049,230302V007640P,6,Cell Module,2023-03-08 00:48:08,3/8/2023 9:22:21 AM,1,Close,552
33,20230308_Day_Cell Module_6,VPM23030806BA6049,230302V007620P,6,Cell Module,2023-03-08 00:46:30,3/8/2023 9:22:34 AM,1,Close,552
34,20230308_Day_Cell Module_6,VPM23030806BA6049,230302V006760P,6,Cell Module,2023-03-08 00:23:14,3/8/2023 9:22:37 AM,1,Close,552
35,20230308_Day_Cell Module_6,VPM23030806BA6049,230302V006720P,6,Cell Module,2023-03-08 00:19:40,3/8/2023 9:22:50 AM,1,Close,552
36,20230308_Day_Cell Module_6,VPM23030806BA6049,230302V006750P,6,Cell Module,2023-03-08 00:22:25,3/8/2023 9:22:53 AM,1,Close,552
37,20230308_Day_Cell Module_6,VPM23030806BA6049,230302V006730P,6,Cell Module,2023-03-08 00:20:29,3/8/2023 9:23:07 AM,1,Close,552
38,20230308_Day_Cell Module_6,VPM23030806BA6049,230220V003130P,6,Cell Module,2023-03-08 00:25:49,3/8/2023 9:23:10 AM,1,Close,552
39,20230308_Day_Cell Module_6,VPM23030806BA6049,230220V003120P,6,Cell Module,2023-03-08 00:25:00,3/8/2023 9:23:25 AM,1,Close,552
40,20230308_Day_Cell Module_6,VPM23030806BA6049,230220V003140P,6,Cell Module,2023-03-08 00:26:38,3/8/2023 9:23:29 AM,1,Close,552
41,20230308_Day_Cell Module_6,VPM23030806BA6050,230303V001780P,6,Cell Module,2023-03-08 01:38:55,3/8/2023 9:24:34 AM,1,Close,552
42,20230308_Day_Cell Module_6,VPM23030806BA6050,230303V001770P,6,Cell Module,2023-03-08 01:39:44,3/8/2023 9:24:38 AM,1,Close,552
43,20230308_Day_Cell Module_6,VPM23030806BA6050,230303V008840P,6,Cell Module,2023-03-08 01:37:58,3/8/2023 9:24:51 AM,1,Close,552
44,20230308_Day_Cell Module_6,VPM23030806BA6050,230303V008830P,6,Cell Module,2023-03-08 01:37:09,3/8/2023 9:24:55 AM,1,Close,552
45,20230308_Day_Cell Module_6,VPM23030806BA6050,230303V008820P,6,Cell Module,2023-03-08 01:36:20,3/8/2023 9:25:08 AM,1,Close,552
46,20230308_Day_Cell Module_6,VPM23030806BA6050,230303V001810P,6,Cell Module,2023-03-08 01:32:46,3/8/2023 9:25:58 AM,1,Close,552
47,20230308_Day_Cell Module_6,VPM23030806BA6050,230303V001790P,6,Cell Module,2023-03-08 01:31:08,3/8/2023 9:26:11 AM,1,Close,552
48,20230308_Day_Cell Module_6,VPM23030806BA6050,230303V001800P,6,Cell Module,2023-03-08 01:31:57,3/8/2023 9:26:14 AM,1,Close,552
49,20230308_Day_Cell Module_6,VPM23030806BA6050,230303V008760P,6,Cell Module,2023-03-08 01:30:09,3/8/2023 9:26:27 AM,1,Close,552
50,20230308_Day_Cell Module_6,VPM23030806BA6050,230303V008770P,6,Cell Module,2023-03-08 01:29:20,3/8/2023 9:26:31 AM,1,Close,552
51,20230308_Day_Cell Module_6,VPM23030806BA6050,230303V008780P,6,Cell Module,2023-03-08 01:28:31,3/8/2023 9:26:45 AM,1,Close,552
52,20230308_Day_Cell Module_6,VPM23030806BA6050,230303V001750P,6,Cell Module,2023-03-08 01:24:56,3/8/2023 9:26:48 AM,1,Close,552
53,20230308_Day_Cell Module_6,VPM23030806BA6050,230303V001730P,6,Cell Module,2023-03-08 01:23:18,3/8/2023 9:27:02 AM,1,Close,552
54,20230308_Day_Cell Module_6,VPM23030806BA6050,230303V001740P,6,Cell Module,2023-03-08 01:24:07,3/8/2023 9:27:05 AM,1,Close,552
55,20230308_Day_Cell Module_6,VPM23030806BA6050,230303V001700P,6,Cell Module,2023-03-08 01:22:19,3/8/2023 9:27:18 AM,1,Close,552
56,20230308_Day_Cell Module_6,VPM23030806BA6050,230303V001710P,6,Cell Module,2023-03-08 01:21:30,3/8/2023 9:27:22 AM,1,Close,552
57,20230308_Day_Cell Module_6,VPM23030806BA6050,230303V008750P,6,Cell Module,2023-03-08 01:27:32,3/8/2023 9:27:34 AM,1,Close,552
58,20230308_Day_Cell Module_6,VPM23030806BA6050,230303V001720P,6,Cell Module,2023-03-08 01:20:41,3/8/2023 9:27:38 AM,1,Close,552
59,20230308_Day_Cell Module_6,VPM23030806BA6050,230303V008730P,6,Cell Module,2023-03-08 01:25:54,3/8/2023 9:27:52 AM,1,Close,552
60,20230308_Day_Cell Module_6,VPM23030806BA6050,230303V008740P,6,Cell Module,2023-03-08 01:26:43,3/8/2023 9:27:55 AM,1,Close,552
61,20230308_Day_Cell Module_6,VPM23030806BA6051,230302V005820P,6,Cell Module,2023-03-08 01:05:09,3/8/2023 10:05:12 AM,1,Close,552
62,20230308_Day_Cell Module_6,VPM23030806BA6051,230302V005830P,6,Cell Module,2023-03-08 01:05:58,3/8/2023 10:05:15 AM,1,Close,552
63,20230308_Day_Cell Module_6,VPM23030806BA6051,230302V005790P,6,Cell Module,2023-03-08 01:07:44,3/8/2023 10:05:31 AM,1,Close,552
64,20230308_Day_Cell Module_6,VPM23030806BA6051,230302V005840P,6,Cell Module,2023-03-08 01:06:47,3/8/2023 10:05:34 AM,1,Close,552
65,20230308_Day_Cell Module_6,VPM23030806BA6051,230302V005810P,6,Cell Module,2023-03-08 01:09:22,3/8/2023 10:05:48 AM,1,Close,552
66,20230308_Day_Cell Module_6,VPM23030806BA6051,230302V005800P,6,Cell Module,2023-03-08 01:08:33,3/8/2023 10:05:51 AM,1,Close,552
67,20230308_Day_Cell Module_6,VPM23030806BA6051,230220V003090P,6,Cell Module,2023-03-08 00:27:40,3/8/2023 10:06:05 AM,1,Close,552
68,20230308_Day_Cell Module_6,VPM23030806BA6051,230220V003100P,6,Cell Module,2023-03-08 00:28:29,3/8/2023 10:06:08 AM,1,Close,552
69,20230308_Day_Cell Module_6,VPM23030806BA6051,230303V001880P,6,Cell Module,2023-03-08 01:15:27,3/8/2023 10:06:21 AM,1,Close,552
70,20230308_Day_Cell Module_6,VPM23030806BA6051,230303V001890P,6,Cell Module,2023-03-08 01:16:16,3/8/2023 10:06:24 AM,1,Close,552
71,20230308_Day_Cell Module_6,VPM23030806BA6051,230303V001900P,6,Cell Module,2023-03-08 01:17:05,3/8/2023 10:06:37 AM,1,Close,552
72,20230308_Day_Cell Module_6,VPM23030806BA6051,230303V001690P,6,Cell Module,2023-03-08 01:18:05,3/8/2023 10:06:41 AM,1,Close,552
73,20230308_Day_Cell Module_6,VPM23030806BA6051,230303V001670P,6,Cell Module,2023-03-08 01:19:43,3/8/2023 10:06:53 AM,1,Close,552
74,20230308_Day_Cell Module_6,VPM23030806BA6051,230303V001680P,6,Cell Module,2023-03-08 01:18:54,3/8/2023 10:06:56 AM,1,Close,552
75,20230308_Day_Cell Module_6,VPM23030806BA6051,230302V008000P,6,Cell Module,2023-03-08 01:10:19,3/8/2023 10:07:11 AM,1,Close,552
76,20230308_Day_Cell Module_6,VPM23030806BA6051,230302V004910P,6,Cell Module,2023-03-08 01:11:08,3/8/2023 10:07:14 AM,1,Close,552
77,20230308_Day_Cell Module_6,VPM23030806BA6051,230303V001660P,6,Cell Module,2023-03-08 01:12:53,3/8/2023 10:07:27 AM,1,Close,552
78,20230308_Day_Cell Module_6,VPM23030806BA6051,230302V005010P,6,Cell Module,2023-03-08 01:11:57,3/8/2023 10:07:30 AM,1,Close,552
79,20230308_Day_Cell Module_6,VPM23030806BA6051,230303V001640P,6,Cell Module,2023-03-08 01:14:31,3/8/2023 10:07:43 AM,1,Close,552
80,20230308_Day_Cell Module_6,VPM23030806BA6051,230303V001650P,6,Cell Module,2023-03-08 01:13:42,3/8/2023 10:07:46 AM,1,Close,552
81,20230308_Day_Cell Module_6,VPM23030806BA6032,230303V008870P,6,Cell Module,2023-03-08 02:07:37,3/8/2023 10:08:12 AM,1,Close,552
82,20230308_Day_Cell Module_6,VPM23030806BA6032,230303V008900P,6,Cell Module,2023-03-08 02:06:40,3/8/2023 10:08:15 AM,1,Close,552
83,20230308_Day_Cell Module_6,VPM23030806BA6032,230302V006470P,6,Cell Module,2023-03-08 01:59:52,3/8/2023 10:08:28 AM,1,Close,552
84,20230308_Day_Cell Module_6,VPM23030806BA6032,230303V008860P,6,Cell Module,2023-03-08 02:08:26,3/8/2023 10:08:32 AM,1,Close,552
85,20230308_Day_Cell Module_6,VPM23030806BA6032,230302V006450P,6,Cell Module,2023-03-08 02:01:30,3/8/2023 10:08:44 AM,1,Close,552
86,20230308_Day_Cell Module_6,VPM23030806BA6032,230302V006460P,6,Cell Module,2023-03-08 02:00:41,3/8/2023 10:08:48 AM,1,Close,552
87,20230308_Day_Cell Module_6,VPM23030806BA6032,230302V006510P,6,Cell Module,2023-03-08 02:02:27,3/8/2023 10:09:01 AM,1,Close,552
88,20230308_Day_Cell Module_6,VPM23030806BA6032,230302V006520P,6,Cell Module,2023-03-08 02:03:16,3/8/2023 10:09:04 AM,1,Close,552
89,20230308_Day_Cell Module_6,VPM23030806BA6032,230302V005910P,6,Cell Module,2023-03-08 02:10:17,3/8/2023 10:09:17 AM,1,Close,552
90,20230308_Day_Cell Module_6,VPM23030806BA6032,230302V006530P,6,Cell Module,2023-03-08 02:04:05,3/8/2023 10:09:20 AM,1,Close,552
91,20230308_Day_Cell Module_6,VPM23030806BA6032,230302V005930P,6,Cell Module,2023-03-08 02:11:55,3/8/2023 10:09:33 AM,1,Close,552
92,20230308_Day_Cell Module_6,VPM23030806BA6032,230302V005920P,6,Cell Module,2023-03-08 02:11:06,3/8/2023 10:09:37 AM,1,Close,552
93,20230308_Day_Cell Module_6,VPM23030806BA6032,230303V001610P,6,Cell Module,2023-03-08 02:12:52,3/8/2023 10:09:51 AM,1,Close,552
94,20230308_Day_Cell Module_6,VPM23030806BA6032,230303V001630P,6,Cell Module,2023-03-08 02:14:30,3/8/2023 10:09:54 AM,1,Close,552
95,20230308_Day_Cell Module_6,VPM23030806BA6032,230220V009260P,6,Cell Module,2023-03-08 00:58:55,3/8/2023 10:10:08 AM,1,Close,552
96,20230308_Day_Cell Module_6,VPM23030806BA6032,230302V006660P,6,Cell Module,2023-03-08 00:14:11,3/8/2023 10:10:11 AM,1,Close,552
97,20230308_Day_Cell Module_6,VPM23030806BA6032,230303V008810P,6,Cell Module,2023-03-08 02:15:27,3/8/2023 10:10:23 AM,1,Close,552
98,20230308_Day_Cell Module_6,VPM23030806BA6032,230303V008790P,6,Cell Module,2023-03-08 02:16:16,3/8/2023 10:10:27 AM,1,Close,552
99,20230308_Day_Cell Module_6,VPM23030806BA6032,230303V008910P,6,Cell Module,2023-03-08 02:18:09,3/8/2023 10:10:40 AM,1,Close,552
100,20230308_Day_Cell Module_6,VPM23030806BA6032,230303V008800P,6,Cell Module,2023-03-08 02:17:05,3/8/2023 10:10:44 AM,1,Close,552
101,20230308_Day_Cell Module_6,VPM23030806BA6033,230303V008890P,6,Cell Module,2023-03-08 02:05:51,3/8/2023 10:11:39 AM,1,Close,552
102,20230308_Day_Cell Module_6,VPM23030806BA6033,230303V008880P,6,Cell Module,2023-03-08 02:05:02,3/8/2023 10:11:43 AM,1,Close,552
103,20230308_Day_Cell Module_6,VPM23030806BA6033,230302V006310P,6,Cell Module,2023-03-08 01:58:06,3/8/2023 10:11:58 AM,1,Close,552
104,20230308_Day_Cell Module_6,VPM23030806BA6033,230302V006300P,6,Cell Module,2023-03-08 01:58:55,3/8/2023 10:12:02 AM,1,Close,552
105,20230308_Day_Cell Module_6,VPM23030806BA6033,230302V005690P,6,Cell Module,2023-03-08 01:01:29,3/8/2023 10:12:16 AM,1,Close,552
106,20230308_Day_Cell Module_6,VPM23030806BA6033,230302V006320P,6,Cell Module,2023-03-08 01:57:17,3/8/2023 10:12:19 AM,1,Close,552
107,20230308_Day_Cell Module_6,VPM23030806BA6033,230302V005760P,6,Cell Module,2023-03-08 00:32:52,3/8/2023 10:12:32 AM,1,Close,552
108,20230308_Day_Cell Module_6,VPM23030806BA6033,230302V005780P,6,Cell Module,2023-03-08 00:34:30,3/8/2023 10:12:36 AM,1,Close,552
109,20230308_Day_Cell Module_6,VPM23030806BA6033,230302V006370P,6,Cell Module,2023-03-08 01:44:57,3/8/2023 10:12:49 AM,1,Close,552
110,20230308_Day_Cell Module_6,VPM23030806BA6033,230302V006360P,6,Cell Module,2023-03-08 01:45:46,3/8/2023 10:12:53 AM,1,Close,552
111,20230308_Day_Cell Module_6,VPM23030806BA6033,230303V002780P,6,Cell Module,2023-03-08 01:53:43,3/8/2023 10:13:08 AM,1,Close,552
112,20230308_Day_Cell Module_6,VPM23030806BA6033,230302V006380P,6,Cell Module,2023-03-08 01:44:08,3/8/2023 10:13:12 AM,1,Close,552
113,20230308_Day_Cell Module_6,VPM23030806BA6033,230303V002770P,6,Cell Module,2023-03-08 01:52:54,3/8/2023 10:13:29 AM,1,Close,552
114,20230308_Day_Cell Module_6,VPM23030806BA6033,230303V002760P,6,Cell Module,2023-03-08 01:52:05,3/8/2023 10:13:33 AM,1,Close,552
115,20230308_Day_Cell Module_6,VPM23030806BA6033,230303V008690P,6,Cell Module,2023-03-08 01:50:11,3/8/2023 10:13:47 AM,1,Close,552
116,20230308_Day_Cell Module_6,VPM23030806BA6033,230303V008680P,6,Cell Module,2023-03-08 01:49:22,3/8/2023 10:13:50 AM,1,Close,552
117,20230308_Day_Cell Module_6,VPM23030806BA6033,230220V009390P,6,Cell Module,2023-03-07 22:48:47,3/8/2023 10:14:02 AM,1,Close,552
118,20230308_Day_Cell Module_6,VPM23030806BA6033,230302V006740P,6,Cell Module,2023-03-08 00:21:18,3/8/2023 10:14:06 AM,1,Close,552
119,20230308_Day_Cell Module_6,VPM23030806BA6033,230220V003110P,6,Cell Module,2023-03-08 00:29:18,3/8/2023 10:14:20 AM,1,Close,552
120,20230308_Day_Cell Module_6,VPM23030806BA6033,230303V001760P,6,Cell Module,2023-03-08 01:40:33,3/8/2023 10:14:23 AM,1,Close,552
121,20230308_Day_Cell Module_6,VPM23030806BA6034,230302V006350P,6,Cell Module,2023-03-08 02:44:41,3/8/2023 10:14:58 AM,1,Close,552
122,20230308_Day_Cell Module_6,VPM23030806BA6034,230302V006340P,6,Cell Module,2023-03-08 02:43:52,3/8/2023 10:15:01 AM,1,Close,552
123,20230308_Day_Cell Module_6,VPM23030806BA6034,230220V008670P,6,Cell Module,2023-03-08 02:55:03,3/8/2023 10:15:18 AM,1,Close,552
124,20230308_Day_Cell Module_6,VPM23030806BA6034,230220V008560P,6,Cell Module,2023-03-08 03:01:10,3/8/2023 10:15:21 AM,1,Close,552
125,20230308_Day_Cell Module_6,VPM23030806BA6034,230220V008660P,6,Cell Module,2023-03-08 02:54:14,3/8/2023 10:15:37 AM,1,Close,552
126,20230308_Day_Cell Module_6,VPM23030806BA6034,230220V008650P,6,Cell Module,2023-03-08 02:53:25,3/8/2023 10:15:41 AM,1,Close,552
127,20230308_Day_Cell Module_6,VPM23030806BA6034,230220V008690P,6,Cell Module,2023-03-08 02:51:39,3/8/2023 10:15:58 AM,1,Close,552
128,20230308_Day_Cell Module_6,VPM23030806BA6034,230220V008700P,6,Cell Module,2023-03-08 02:52:28,3/8/2023 10:16:01 AM,1,Close,552
129,20230308_Day_Cell Module_6,VPM23030806BA6034,230220V008610P,6,Cell Module,2023-03-08 03:00:13,3/8/2023 10:16:23 AM,1,Close,552
130,20230308_Day_Cell Module_6,VPM23030806BA6034,230220V008680P,6,Cell Module,2023-03-08 02:50:50,3/8/2023 10:16:26 AM,1,Close,552
131,20230308_Day_Cell Module_6,VPM23030806BA6034,230220V008590P,6,Cell Module,2023-03-08 02:58:35,3/8/2023 10:16:40 AM,1,Close,552
132,20230308_Day_Cell Module_6,VPM23030806BA6034,230220V008620P,6,Cell Module,2023-03-08 02:57:38,3/8/2023 10:16:44 AM,1,Close,552
133,20230308_Day_Cell Module_6,VPM23030806BA6034,230220V008630P,6,Cell Module,2023-03-08 02:56:50,3/8/2023 10:17:04 AM,1,Close,552
134,20230308_Day_Cell Module_6,VPM23030806BA6034,230220V008640P,6,Cell Module,2023-03-08 02:56:00,3/8/2023 10:17:07 AM,1,Close,552
135,20230308_Day_Cell Module_6,VPM23030806BA6034,230302V006440P,6,Cell Module,2023-03-08 02:42:06,3/8/2023 10:17:21 AM,1,Close,552
136,20230308_Day_Cell Module_6,VPM23030806BA6034,230302V006330P,6,Cell Module,2023-03-08 02:43:03,3/8/2023 10:17:25 AM,1,Close,552
137,20230308_Day_Cell Module_6,VPM23030806BA6034,230302V006430P,6,Cell Module,2023-03-08 02:41:17,3/8/2023 10:17:40 AM,1,Close,552
138,20230308_Day_Cell Module_6,VPM23030806BA6034,230302V006420P,6,Cell Module,2023-03-08 02:40:28,3/8/2023 10:17:43 AM,1,Close,552
139,20230308_Day_Cell Module_6,VPM23030806BA6034,230220V008720P,6,Cell Module,2023-03-08 02:49:03,3/8/2023 10:17:58 AM,1,Close,552
140,20230308_Day_Cell Module_6,VPM23030806BA6034,230220V008730P,6,Cell Module,2023-03-08 02:49:52,3/8/2023 10:18:01 AM,1,Close,552
141,20230308_Day_Cell Module_6,VPM23030806BA6035,230303V008920P,6,Cell Module,2023-03-08 02:18:58,3/8/2023 10:18:50 AM,1,Close,552
142,20230308_Day_Cell Module_6,VPM23030806BA6035,230220V008750P,6,Cell Module,2023-03-08 02:46:28,3/8/2023 10:18:54 AM,1,Close,552
143,20230308_Day_Cell Module_6,VPM23030806BA6035,230220V008760P,6,Cell Module,2023-03-08 02:47:17,3/8/2023 10:19:07 AM,1,Close,552
144,20230308_Day_Cell Module_6,VPM23030806BA6035,230302V006480P,6,Cell Module,2023-03-08 02:39:31,3/8/2023 10:19:11 AM,1,Close,552
145,20230308_Day_Cell Module_6,VPM23030806BA6035,230220V008740P,6,Cell Module,2023-03-08 02:45:39,3/8/2023 10:19:25 AM,1,Close,552
146,20230308_Day_Cell Module_6,VPM23030806BA6035,230302V006490P,6,Cell Module,2023-03-08 02:38:42,3/8/2023 10:19:29 AM,1,Close,552
147,20230308_Day_Cell Module_6,VPM23030806BA6035,230302V006130P,6,Cell Module,2023-03-08 02:35:03,3/8/2023 10:19:44 AM,1,Close,552
148,20230308_Day_Cell Module_6,VPM23030806BA6035,230302V006500P,6,Cell Module,2023-03-08 02:37:53,3/8/2023 10:19:48 AM,1,Close,552
149,20230308_Day_Cell Module_6,VPM23030806BA6035,230303V002170P,6,Cell Module,2023-03-08 02:27:35,3/8/2023 10:20:14 AM,1,Close,552
150,20230308_Day_Cell Module_6,VPM23030806BA6035,230302V006140P,6,Cell Module,2023-03-08 02:35:52,3/8/2023 10:20:42 AM,1,Close,552
151,20230308_Day_Cell Module_6,VPM23030806BA6035,230302V006120P,6,Cell Module,2023-03-08 02:34:14,3/8/2023 10:21:00 AM,1,Close,552
152,20230308_Day_Cell Module_6,VPM23030806BA6035,230303V002160P,6,Cell Module,2023-03-08 02:26:46,3/8/2023 10:21:04 AM,1,Close,552
153,20230308_Day_Cell Module_6,VPM23030806BA6035,230303V002150P,6,Cell Module,2023-03-08 02:25:57,3/8/2023 10:21:19 AM,1,Close,552
154,20230308_Day_Cell Module_6,VPM23030806BA6035,230220V008540P,6,Cell Module,2023-03-08 02:24:11,3/8/2023 10:21:23 AM,1,Close,552
155,20230308_Day_Cell Module_6,VPM23030806BA6035,230220V008550P,6,Cell Module,2023-03-08 02:25:00,3/8/2023 10:21:37 AM,1,Close,552
156,20230308_Day_Cell Module_6,VPM23030806BA6035,230302V006170P,6,Cell Module,2023-03-08 02:32:16,3/8/2023 10:21:40 AM,1,Close,552
157,20230308_Day_Cell Module_6,VPM23030806BA6035,230220V008530P,6,Cell Module,2023-03-08 02:23:22,3/8/2023 10:21:54 AM,1,Close,552
158,20230308_Day_Cell Module_6,VPM23030806BA6035,230302V006160P,6,Cell Module,2023-03-08 02:31:27,3/8/2023 10:21:58 AM,1,Close,552
159,20230308_Day_Cell Module_6,VPM23030806BA6035,230302V006150P,6,Cell Module,2023-03-08 02:30:38,3/8/2023 10:22:09 AM,1,Close,552
160,20230308_Day_Cell Module_6,VPM23030806BA6035,230303V008930P,6,Cell Module,2023-03-08 02:19:47,3/8/2023 10:22:13 AM,1,Close,552
161,20230308_Day_Cell Module_6,VPM23030806BA6036,230303V009020P,6,Cell Module,2023-03-08 03:37:37,3/8/2023 10:22:54 AM,1,Close,552
162,20230308_Day_Cell Module_6,VPM23030806BA6036,230303V009030P,6,Cell Module,2023-03-08 03:36:48,3/8/2023 10:22:58 AM,1,Close,552
163,20230308_Day_Cell Module_6,VPM23030806BA6036,230303V008990P,6,Cell Module,2023-03-08 03:45:40,3/8/2023 10:23:12 AM,1,Close,552
164,20230308_Day_Cell Module_6,VPM23030806BA6036,230303V009000P,6,Cell Module,2023-03-08 03:46:29,3/8/2023 10:23:16 AM,1,Close,552
165,20230308_Day_Cell Module_6,VPM23030806BA6036,230303V008970P,6,Cell Module,2023-03-08 03:41:02,3/8/2023 10:23:31 AM,1,Close,552
166,20230308_Day_Cell Module_6,VPM23030806BA6036,230303V008940P,6,Cell Module,2023-03-08 03:44:51,3/8/2023 10:23:34 AM,1,Close,552
167,20230308_Day_Cell Module_6,VPM23030806BA6036,230303V008960P,6,Cell Module,2023-03-08 03:40:13,3/8/2023 10:23:49 AM,1,Close,552
168,20230308_Day_Cell Module_6,VPM23030806BA6036,230303V008950P,6,Cell Module,2023-03-08 03:39:24,3/8/2023 10:23:53 AM,1,Close,552
169,20230308_Day_Cell Module_6,VPM23030806BA6036,230303V001960P,6,Cell Module,2023-03-08 03:28:44,3/8/2023 10:24:08 AM,1,Close,552
170,20230308_Day_Cell Module_6,VPM23030806BA6036,230303V008700P,6,Cell Module,2023-03-08 01:51:00,3/8/2023 10:24:12 AM,1,Close,552
171,20230308_Day_Cell Module_6,VPM23030806BA6036,230303V001950P,6,Cell Module,2023-03-08 03:27:55,3/8/2023 10:24:25 AM,1,Close,552
172,20230308_Day_Cell Module_6,VPM23030806BA6036,230303V001940P,6,Cell Module,2023-03-08 03:27:06,3/8/2023 10:24:29 AM,1,Close,552
173,20230308_Day_Cell Module_6,VPM23030806BA6036,230303V001920P,6,Cell Module,2023-03-08 03:22:44,3/8/2023 10:24:42 AM,1,Close,552
174,20230308_Day_Cell Module_6,VPM23030806BA6036,230303V001930P,6,Cell Module,2023-03-08 03:23:33,3/8/2023 10:24:45 AM,1,Close,552
175,20230308_Day_Cell Module_6,VPM23030806BA6036,230303V001970P,6,Cell Module,2023-03-08 03:33:59,3/8/2023 10:24:58 AM,1,Close,552
