STT, PO boxing, Lot boxing, Barcode, Line, Model, Time test FU, Time boxing, PIC boxing, Status Lot, Qty_PO
176,20230308_Day_Cell Module_6,VPM23030806BA6036,230303V001910P,6,Cell Module,2023-03-08 03:21:55,3/8/2023 10:25:01 AM,1,Close,552
177,20230308_Day_Cell Module_6,VPM23030806BA6036,230303V002700P,6,Cell Module,2023-03-08 03:31:20,3/8/2023 10:25:17 AM,1,Close,552
178,20230308_Day_Cell Module_6,VPM23030806BA6036,230303V001980P,6,Cell Module,2023-03-08 03:33:10,3/8/2023 10:25:20 AM,1,Close,552
179,20230308_Day_Cell Module_6,VPM23030806BA6036,230303V002040P,6,Cell Module,2023-03-08 03:17:33,3/8/2023 10:25:48 AM,1,Close,552
180,20230308_Day_Cell Module_6,VPM23030806BA6036,230303V002600P,6,Cell Module,2023-03-08 03:29:42,3/8/2023 10:25:52 AM,1,Close,552
181,20230308_Day_Cell Module_6,VPM23030806BA6037,230303V002080P,6,Cell Module,2023-03-08 03:15:47,3/8/2023 10:26:24 AM,1,Close,552
182,20230308_Day_Cell Module_6,VPM23030806BA6037,230303V002030P,6,Cell Module,2023-03-08 03:16:44,3/8/2023 10:26:28 AM,1,Close,552
183,20230308_Day_Cell Module_6,VPM23030806BA6037,230303V002070P,6,Cell Module,2023-03-08 03:14:58,3/8/2023 10:26:44 AM,1,Close,552
184,20230308_Day_Cell Module_6,VPM23030806BA6037,230303V002060P,6,Cell Module,2023-03-08 03:14:09,3/8/2023 10:26:47 AM,1,Close,552
185,20230308_Day_Cell Module_6,VPM23030806BA6037,230303V002010P,6,Cell Module,2023-03-08 03:20:08,3/8/2023 10:27:00 AM,1,Close,552
186,20230308_Day_Cell Module_6,VPM23030806BA6037,230303V002020P,6,Cell Module,2023-03-08 03:20:57,3/8/2023 10:27:03 AM,1,Close,552
187,20230308_Day_Cell Module_6,VPM23030806BA6037,230303V002000P,6,Cell Module,2023-03-08 03:19:19,3/8/2023 10:27:18 AM,1,Close,552
188,20230308_Day_Cell Module_6,VPM23030806BA6037,230302V005990P,6,Cell Module,2023-03-08 03:08:01,3/8/2023 10:27:22 AM,1,Close,552
189,20230308_Day_Cell Module_6,VPM23030806BA6037,230302V005980P,6,Cell Module,2023-03-08 03:07:12,3/8/2023 10:27:35 AM,1,Close,552
190,20230308_Day_Cell Module_6,VPM23030806BA6037,230302V005970P,6,Cell Module,2023-03-08 03:06:23,3/8/2023 10:27:39 AM,1,Close,552
191,20230308_Day_Cell Module_6,VPM23030806BA6037,230302V005950P,6,Cell Module,2023-03-08 03:04:38,3/8/2023 10:27:52 AM,1,Close,552
192,20230308_Day_Cell Module_6,VPM23030806BA6037,230302V005960P,6,Cell Module,2023-03-08 03:05:27,3/8/2023 10:27:55 AM,1,Close,552
193,20230308_Day_Cell Module_6,VPM23030806BA6037,230302V006090P,6,Cell Module,2023-03-08 03:13:11,3/8/2023 10:28:09 AM,1,Close,552
194,20230308_Day_Cell Module_6,VPM23030806BA6037,230302V005940P,6,Cell Module,2023-03-08 03:03:49,3/8/2023 10:28:12 AM,1,Close,552
195,20230308_Day_Cell Module_6,VPM23030806BA6037,230302V006100P,6,Cell Module,2023-03-08 03:12:22,3/8/2023 10:28:25 AM,1,Close,552
196,20230308_Day_Cell Module_6,VPM23030806BA6037,230302V006110P,6,Cell Module,2023-03-08 03:11:33,3/8/2023 10:28:28 AM,1,Close,552
197,20230308_Day_Cell Module_6,VPM23030806BA6037,230302V006040P,6,Cell Module,2023-03-08 03:09:47,3/8/2023 10:28:41 AM,1,Close,552
198,20230308_Day_Cell Module_6,VPM23030806BA6037,230302V006050P,6,Cell Module,2023-03-08 03:10:36,3/8/2023 10:28:44 AM,1,Close,552
199,20230308_Day_Cell Module_6,VPM23030806BA6037,230220V008570P,6,Cell Module,2023-03-08 03:01:59,3/8/2023 10:28:57 AM,1,Close,552
200,20230308_Day_Cell Module_6,VPM23030806BA6037,230220V008580P,6,Cell Module,2023-03-08 03:02:48,3/8/2023 10:29:01 AM,1,Close,552
201,20230308_Day_Cell Module_6,VPM23030806BA6038,230220V008320P,6,Cell Module,2023-03-08 04:17:00,3/8/2023 10:29:42 AM,1,Close,552
202,20230308_Day_Cell Module_6,VPM23030806BA6038,230220V008430P,6,Cell Module,2023-03-08 04:23:06,3/8/2023 10:29:46 AM,1,Close,552
203,20230308_Day_Cell Module_6,VPM23030806BA6038,230220V008330P,6,Cell Module,2023-03-08 04:16:11,3/8/2023 10:30:00 AM,1,Close,552
204,20230308_Day_Cell Module_6,VPM23030806BA6038,230220V008340P,6,Cell Module,2023-03-08 04:15:22,3/8/2023 10:30:03 AM,1,Close,552
205,20230308_Day_Cell Module_6,VPM23030806BA6038,230220V009460P,6,Cell Module,2023-03-08 04:13:36,3/8/2023 10:30:20 AM,1,Close,552
206,20230308_Day_Cell Module_6,VPM23030806BA6038,230220V009600P,6,Cell Module,2023-03-08 04:14:25,3/8/2023 10:30:23 AM,1,Close,552
207,20230308_Day_Cell Module_6,VPM23030806BA6038,230220V008380P,6,Cell Module,2023-03-08 04:22:10,3/8/2023 10:30:38 AM,1,Close,552
208,20230308_Day_Cell Module_6,VPM23030806BA6038,230220V009470P,6,Cell Module,2023-03-08 04:12:47,3/8/2023 10:30:42 AM,1,Close,552
209,20230308_Day_Cell Module_6,VPM23030806BA6038,230220V008390P,6,Cell Module,2023-03-08 04:21:20,3/8/2023 10:30:54 AM,1,Close,552
210,20230308_Day_Cell Module_6,VPM23030806BA6038,230220V008400P,6,Cell Module,2023-03-08 04:20:31,3/8/2023 10:30:58 AM,1,Close,552
211,20230308_Day_Cell Module_6,VPM23030806BA6038,230220V008300P,6,Cell Module,2023-03-08 04:18:45,3/8/2023 10:31:15 AM,1,Close,552
212,20230308_Day_Cell Module_6,VPM23030806BA6038,230220V008310P,6,Cell Module,2023-03-08 04:19:34,3/8/2023 10:31:19 AM,1,Close,552
213,20230308_Day_Cell Module_6,VPM23030806BA6038,230220V009580P,6,Cell Module,2023-03-08 04:10:58,3/8/2023 10:31:33 AM,1,Close,552
214,20230308_Day_Cell Module_6,VPM23030806BA6038,230220V008290P,6,Cell Module,2023-03-08 04:17:56,3/8/2023 10:31:36 AM,1,Close,552
215,20230308_Day_Cell Module_6,VPM23030806BA6038,230220V009650P,6,Cell Module,2023-03-08 04:09:10,3/8/2023 10:31:50 AM,1,Close,552
216,20230308_Day_Cell Module_6,VPM23030806BA6038,230220V009590P,6,Cell Module,2023-03-08 04:10:09,3/8/2023 10:31:54 AM,1,Close,552
217,20230308_Day_Cell Module_6,VPM23030806BA6038,230220V009660P,6,Cell Module,2023-03-08 04:08:21,3/8/2023 10:32:06 AM,1,Close,552
218,20230308_Day_Cell Module_6,VPM23030806BA6038,230220V009670P,6,Cell Module,2023-03-08 04:07:32,3/8/2023 10:32:09 AM,1,Close,552
219,20230308_Day_Cell Module_6,VPM23030806BA6038,230220V001820P,6,Cell Module,2023-03-08 04:00:25,3/8/2023 10:32:22 AM,1,Close,552
220,20230308_Day_Cell Module_6,VPM23030806BA6038,230220V001830P,6,Cell Module,2023-03-08 04:01:14,3/8/2023 10:32:26 AM,1,Close,552
221,20230308_Day_Cell Module_6,VPM23030806BA6039,230302V006060P,6,Cell Module,2023-03-08 03:57:02,3/8/2023 10:34:02 AM,1,Close,552
222,20230308_Day_Cell Module_6,VPM23030806BA6039,230303V001560P,6,Cell Module,2023-03-08 04:05:39,3/8/2023 10:34:06 AM,1,Close,552
223,20230308_Day_Cell Module_6,VPM23030806BA6039,230303V008850P,6,Cell Module,2023-03-08 02:09:15,3/8/2023 10:34:25 AM,1,Close,552
224,20230308_Day_Cell Module_6,VPM23030806BA6039,230303V008980P,6,Cell Module,2023-03-08 03:38:26,3/8/2023 10:34:29 AM,1,Close,552
225,20230308_Day_Cell Module_6,VPM23030806BA6039,230303V002820P,6,Cell Module,2023-03-08 03:49:17,3/8/2023 10:35:01 AM,1,Close,552
226,20230308_Day_Cell Module_6,VPM23030806BA6039,230303V001620P,6,Cell Module,2023-03-08 02:13:41,3/8/2023 10:35:04 AM,1,Close,552
227,20230308_Day_Cell Module_6,VPM23030806BA6039,230303V002840P,6,Cell Module,2023-03-08 03:50:55,3/8/2023 10:35:18 AM,1,Close,552
228,20230308_Day_Cell Module_6,VPM23030806BA6039,230303V002830P,6,Cell Module,2023-03-08 03:50:06,3/8/2023 10:35:22 AM,1,Close,552
229,20230308_Day_Cell Module_6,VPM23030806BA6039,230302V007110P,6,Cell Module,2023-03-08 03:51:52,3/8/2023 10:37:23 AM,1,Close,552
230,20230308_Day_Cell Module_6,VPM23030806BA6039,230302V007120P,6,Cell Module,2023-03-08 03:52:41,3/8/2023 10:37:27 AM,1,Close,552
231,20230308_Day_Cell Module_6,VPM23030806BA6039,230220V009610P,6,Cell Module,2023-03-08 03:54:27,3/8/2023 10:37:40 AM,1,Close,552
232,20230308_Day_Cell Module_6,VPM23030806BA6039,230302V007130P,6,Cell Module,2023-03-08 03:53:30,3/8/2023 10:37:43 AM,1,Close,552
233,20230308_Day_Cell Module_6,VPM23030806BA6039,230220V009800P,6,Cell Module,2023-03-08 03:55:17,3/8/2023 10:37:57 AM,1,Close,552
234,20230308_Day_Cell Module_6,VPM23030806BA6039,230220V009790P,6,Cell Module,2023-03-08 03:56:05,3/8/2023 10:38:00 AM,1,Close,552
235,20230308_Day_Cell Module_6,VPM23030806BA6039,230220V009780P,6,Cell Module,2023-03-08 04:02:13,3/8/2023 10:38:14 AM,1,Close,552
236,20230308_Day_Cell Module_6,VPM23030806BA6039,230220V009770P,6,Cell Module,2023-03-08 04:03:02,3/8/2023 10:38:17 AM,1,Close,552
237,20230308_Day_Cell Module_6,VPM23030806BA6039,230303V001550P,6,Cell Module,2023-03-08 04:04:49,3/8/2023 10:38:32 AM,1,Close,552
238,20230308_Day_Cell Module_6,VPM23030806BA6039,230220V009750P,6,Cell Module,2023-03-08 04:03:51,3/8/2023 10:38:36 AM,1,Close,552
239,20230308_Day_Cell Module_6,VPM23030806BA6039,230302V006070P,6,Cell Module,2023-03-08 03:57:52,3/8/2023 10:38:48 AM,1,Close,552
240,20230308_Day_Cell Module_6,VPM23030806BA6039,230302V006080P,6,Cell Module,2023-03-08 03:58:40,3/8/2023 10:38:52 AM,1,Close,552
241,20230308_Day_Cell Module_6,VPM23030806BA6040,230220V008410P,6,Cell Module,2023-03-08 04:24:44,3/8/2023 10:39:07 AM,1,Close,552
242,20230308_Day_Cell Module_6,VPM23030806BA6040,230220V008420P,6,Cell Module,2023-03-08 04:23:55,3/8/2023 10:39:10 AM,1,Close,552
243,20230308_Day_Cell Module_6,VPM23030806BA6040,230220V008220P,6,Cell Module,2023-03-08 04:25:41,3/8/2023 10:39:23 AM,1,Close,552
244,20230308_Day_Cell Module_6,VPM23030806BA6040,230220V008210P,6,Cell Module,2023-03-08 04:26:31,3/8/2023 10:39:26 AM,1,Close,552
245,20230308_Day_Cell Module_6,VPM23030806BA6040,230303V001390P,6,Cell Module,2023-03-08 04:33:26,3/8/2023 10:39:40 AM,1,Close,552
246,20230308_Day_Cell Module_6,VPM23030806BA6040,230220V008200P,6,Cell Module,2023-03-08 04:27:20,3/8/2023 10:39:44 AM,1,Close,552
247,20230308_Day_Cell Module_6,VPM23030806BA6040,230303V001370P,6,Cell Module,2023-03-08 04:35:04,3/8/2023 10:39:59 AM,1,Close,552
248,20230308_Day_Cell Module_6,VPM23030806BA6040,230303V001380P,6,Cell Module,2023-03-08 04:34:15,3/8/2023 10:40:02 AM,1,Close,552
249,20230308_Day_Cell Module_6,VPM23030806BA6040,230303V001420P,6,Cell Module,2023-03-08 04:36:01,3/8/2023 10:40:17 AM,1,Close,552
250,20230308_Day_Cell Module_6,VPM23030806BA6040,230303V001410P,6,Cell Module,2023-03-08 04:36:51,3/8/2023 10:40:21 AM,1,Close,552
251,20230308_Day_Cell Module_6,VPM23030806BA6040,230220V008280P,6,Cell Module,2023-03-08 04:28:17,3/8/2023 10:40:34 AM,1,Close,552
252,20230308_Day_Cell Module_6,VPM23030806BA6040,230303V001400P,6,Cell Module,2023-03-08 04:37:39,3/8/2023 10:40:38 AM,1,Close,552
253,20230308_Day_Cell Module_6,VPM23030806BA6040,230220V008260P,6,Cell Module,2023-03-08 04:29:54,3/8/2023 10:40:51 AM,1,Close,552
254,20230308_Day_Cell Module_6,VPM23030806BA6040,230220V008270P,6,Cell Module,2023-03-08 04:29:05,3/8/2023 10:40:54 AM,1,Close,552
255,20230308_Day_Cell Module_6,VPM23030806BA6040,230303V001430P,6,Cell Module,2023-03-08 04:38:37,3/8/2023 10:41:07 AM,1,Close,552
256,20230308_Day_Cell Module_6,VPM23030806BA6040,230303V001440P,6,Cell Module,2023-03-08 04:39:26,3/8/2023 10:41:10 AM,1,Close,552
257,20230308_Day_Cell Module_6,VPM23030806BA6040,230220V008230P,6,Cell Module,2023-03-08 04:30:51,3/8/2023 10:41:22 AM,1,Close,552
258,20230308_Day_Cell Module_6,VPM23030806BA6040,230303V001450P,6,Cell Module,2023-03-08 04:40:15,3/8/2023 10:41:25 AM,1,Close,552
259,20230308_Day_Cell Module_6,VPM23030806BA6040,230220V008240P,6,Cell Module,2023-03-08 04:31:40,3/8/2023 10:41:40 AM,1,Close,552
260,20230308_Day_Cell Module_6,VPM23030806BA6040,230220V008250P,6,Cell Module,2023-03-08 04:32:29,3/8/2023 10:41:44 AM,1,Close,552
261,20230308_Day_Cell Module_6,VPM23030806BA6041,230302V006030P,6,Cell Module,2023-03-08 03:08:59,3/8/2023 10:42:04 AM,1,Close,552
262,20230308_Day_Cell Module_6,VPM23030806BA6041,230303V002050P,6,Cell Module,2023-03-08 03:18:22,3/8/2023 10:42:08 AM,1,Close,552
263,20230308_Day_Cell Module_6,VPM23030806BA6041,230303V001510P,6,Cell Module,2023-03-08 04:46:23,3/8/2023 10:42:20 AM,1,Close,552
264,20230308_Day_Cell Module_6,VPM23030806BA6041,230220V008600P,6,Cell Module,2023-03-08 02:59:24,3/8/2023 10:42:23 AM,1,Close,552
265,20230308_Day_Cell Module_6,VPM23030806BA6041,230303V001500P,6,Cell Module,2023-03-08 04:47:12,3/8/2023 10:42:36 AM,1,Close,552
266,20230308_Day_Cell Module_6,VPM23030806BA6041,230303V001490P,6,Cell Module,2023-03-08 04:48:01,3/8/2023 10:42:39 AM,1,Close,552
267,20230308_Day_Cell Module_6,VPM23030806BA6041,230303V001470P,6,Cell Module,2023-03-08 04:42:01,3/8/2023 10:42:54 AM,1,Close,552
268,20230308_Day_Cell Module_6,VPM23030806BA6041,230303V001480P,6,Cell Module,2023-03-08 04:41:12,3/8/2023 10:42:57 AM,1,Close,552
269,20230308_Day_Cell Module_6,VPM23030806BA6041,230302V007660P,6,Cell Module,2023-03-08 00:50:06,3/8/2023 10:43:10 AM,1,Close,552
270,20230308_Day_Cell Module_6,VPM23030806BA6041,230303V001460P,6,Cell Module,2023-03-08 04:42:51,3/8/2023 10:43:13 AM,1,Close,552
271,20230308_Day_Cell Module_6,VPM23030806BA6041,230303V001600P,6,Cell Module,2023-03-08 05:21:26,3/8/2023 10:43:24 AM,1,Close,552
272,20230308_Day_Cell Module_6,VPM23030806BA6041,230220V009140P,6,Cell Module,2023-03-08 00:42:04,3/8/2023 10:43:28 AM,1,Close,552
273,20230308_Day_Cell Module_6,VPM23030806BA6041,230303V001590P,6,Cell Module,2023-03-08 05:22:16,3/8/2023 10:43:40 AM,1,Close,552
274,20230308_Day_Cell Module_6,VPM23030806BA6041,230303V001580P,6,Cell Module,2023-03-08 05:23:04,3/8/2023 10:43:44 AM,1,Close,552
275,20230308_Day_Cell Module_6,VPM23030806BA6041,230302V006990P,6,Cell Module,2023-03-08 05:14:16,3/8/2023 10:43:57 AM,1,Close,552
276,20230308_Day_Cell Module_6,VPM23030806BA6041,230302V007010P,6,Cell Module,2023-03-08 05:12:38,3/8/2023 10:44:00 AM,1,Close,552
277,20230308_Day_Cell Module_6,VPM23030806BA6041,230303V002100P,6,Cell Module,2023-03-08 05:08:10,3/8/2023 10:44:12 AM,1,Close,552
278,20230308_Day_Cell Module_6,VPM23030806BA6041,230303V002110P,6,Cell Module,2023-03-08 05:07:21,3/8/2023 10:44:15 AM,1,Close,552
279,20230308_Day_Cell Module_6,VPM23030806BA6041,230303V002090P,6,Cell Module,2023-03-08 05:08:59,3/8/2023 10:44:27 AM,1,Close,552
280,20230308_Day_Cell Module_6,VPM23030806BA6041,230303V002120P,6,Cell Module,2023-03-08 04:59:21,3/8/2023 10:44:30 AM,1,Close,552
281,20230308_Day_Cell Module_6,VPM23030806BA6042,230303V002130P,6,Cell Module,2023-03-08 05:00:09,3/8/2023 10:44:56 AM,1,Close,552
282,20230308_Day_Cell Module_6,VPM23030806BA6042,230220V009700P,6,Cell Module,2023-03-08 04:56:45,3/8/2023 10:45:08 AM,1,Close,552
283,20230308_Day_Cell Module_6,VPM23030806BA6042,230220V009550P,6,Cell Module,2023-03-08 04:54:58,3/8/2023 10:47:15 AM,1,Close,552
284,20230308_Day_Cell Module_6,VPM23030806BA6042,230220V009540P,6,Cell Module,2023-03-08 04:55:47,3/8/2023 10:47:20 AM,1,Close,552
285,20230308_Day_Cell Module_6,VPM23030806BA6042,230220V002920P,6,Cell Module,2023-03-08 05:48:47,3/8/2023 10:51:08 AM,1,Close,552
286,20230308_Day_Cell Module_6,VPM23030806BA6042,230220V002910P,6,Cell Module,2023-03-08 05:47:58,3/8/2023 10:51:11 AM,1,Close,552
287,20230308_Day_Cell Module_6,VPM23030806BA6042,230220V008360P,6,Cell Module,2023-03-08 04:52:23,3/8/2023 10:51:32 AM,1,Close,552
288,20230308_Day_Cell Module_6,VPM23030806BA6042,230220V008350P,6,Cell Module,2023-03-08 04:53:12,3/8/2023 10:51:36 AM,1,Close,552
289,20230308_Day_Cell Module_6,VPM23030806BA6042,230220V009690P,6,Cell Module,2023-03-08 04:57:34,3/8/2023 10:54:19 AM,1,Close,552
290,20230308_Day_Cell Module_6,VPM23030806BA6042,230303V002140P,6,Cell Module,2023-03-08 05:00:58,3/8/2023 10:54:42 AM,1,Close,552
291,20230308_Day_Cell Module_6,VPM23030806BA6042,230220V009560P,6,Cell Module,2023-03-08 04:54:09,3/8/2023 10:54:58 AM,1,Close,552
292,20230308_Day_Cell Module_6,VPM23030806BA6042,230220V009680P,6,Cell Module,2023-03-08 04:58:24,3/8/2023 10:55:02 AM,1,Close,552
293,20230308_Day_Cell Module_6,VPM23030806BA6042,230220V002940P,6,Cell Module,2023-03-08 05:43:32,3/8/2023 10:55:15 AM,1,Close,552
294,20230308_Day_Cell Module_6,VPM23030806BA6042,230220V002930P,6,Cell Module,2023-03-08 05:49:36,3/8/2023 10:55:18 AM,1,Close,552
295,20230308_Day_Cell Module_6,VPM23030806BA6042,230220V002950P,6,Cell Module,2023-03-08 05:44:21,3/8/2023 10:55:32 AM,1,Close,552
296,20230308_Day_Cell Module_6,VPM23030806BA6042,230220V002960P,6,Cell Module,2023-03-08 05:45:10,3/8/2023 10:55:35 AM,1,Close,552
297,20230308_Day_Cell Module_6,VPM23030806BA6042,230220V003000P,6,Cell Module,2023-03-08 05:40:57,3/8/2023 10:55:48 AM,1,Close,552
298,20230308_Day_Cell Module_6,VPM23030806BA6042,230220V003010P,6,Cell Module,2023-03-08 05:41:46,3/8/2023 10:55:52 AM,1,Close,552
299,20230308_Day_Cell Module_6,VPM23030806BA6042,230303V001570P,6,Cell Module,2023-03-08 04:06:27,3/8/2023 10:56:05 AM,1,Close,552
300,20230308_Day_Cell Module_6,VPM23030806BA6042,230220V003020P,6,Cell Module,2023-03-08 05:42:35,3/8/2023 10:56:08 AM,1,Close,552
301,20230308_Day_Cell Module_6,VPM23030806BA6043,230220V002990P,6,Cell Module,2023-03-08 05:38:06,3/8/2023 1:00:14 PM,1,Close,552
302,20230308_Day_Cell Module_6,VPM23030806BA6043,230220V002980P,6,Cell Module,2023-03-08 05:37:17,3/8/2023 1:00:18 PM,1,Close,552
303,20230308_Day_Cell Module_6,VPM23030806BA6043,230220V002970P,6,Cell Module,2023-03-08 05:36:28,3/8/2023 1:01:06 PM,1,Close,552
304,20230308_Day_Cell Module_6,VPM23030806BA6043,230220V001560P,6,Cell Module,2023-03-08 03:59:37,3/8/2023 1:01:09 PM,1,Close,552
305,20230308_Day_Cell Module_6,VPM23030806BA6043,230220V009110P,6,Cell Module,2023-03-08 00:39:29,3/8/2023 1:01:24 PM,1,Close,552
306,20230308_Day_Cell Module_6,VPM23030806BA6043,230220V008710P,6,Cell Module,2023-03-08 02:48:14,3/8/2023 1:01:27 PM,1,Close,552
307,20230308_Day_Cell Module_6,VPM23030806BA6043,230303V002690P,6,Cell Module,2023-03-08 03:30:31,3/8/2023 1:01:43 PM,1,Close,552
308,20230308_Day_Cell Module_6,VPM23030806BA6043,230220V003030P,6,Cell Module,2023-03-08 05:31:57,3/8/2023 1:01:46 PM,1,Close,552
309,20230308_Day_Cell Module_6,VPM23030806BA6043,230220V003040P,6,Cell Module,2023-03-08 05:32:46,3/8/2023 1:02:00 PM,1,Close,552
310,20230308_Day_Cell Module_6,VPM23030806BA6043,230220V003050P,6,Cell Module,2023-03-08 05:33:35,3/8/2023 1:02:04 PM,1,Close,552
311,20230308_Day_Cell Module_6,VPM23030806BA6043,230220V003070P,6,Cell Module,2023-03-08 05:30:11,3/8/2023 1:02:18 PM,1,Close,552
312,20230308_Day_Cell Module_6,VPM23030806BA6043,230220V003060P,6,Cell Module,2023-03-08 05:29:22,3/8/2023 1:02:21 PM,1,Close,552
313,20230308_Day_Cell Module_6,VPM23030806BA6043,230302V005420P,6,Cell Module,2023-03-08 06:08:49,3/8/2023 1:02:35 PM,1,Close,552
314,20230308_Day_Cell Module_6,VPM23030806BA6043,230220V003080P,6,Cell Module,2023-03-08 05:31:00,3/8/2023 1:02:38 PM,1,Close,552
315,20230308_Day_Cell Module_6,VPM23030806BA6043,230302V005410P,6,Cell Module,2023-03-08 06:09:39,3/8/2023 1:02:56 PM,1,Close,552
316,20230308_Day_Cell Module_6,VPM23030806BA6043,230302V005400P,6,Cell Module,2023-03-08 06:10:27,3/8/2023 1:03:00 PM,1,Close,552
317,20230308_Day_Cell Module_6,VPM23030806BA6043,230302V005430P,6,Cell Module,2023-03-08 06:06:14,3/8/2023 1:03:12 PM,1,Close,552
318,20230308_Day_Cell Module_6,VPM23030806BA6043,230302V005440P,6,Cell Module,2023-03-08 06:07:04,3/8/2023 1:03:16 PM,1,Close,552
319,20230308_Day_Cell Module_6,VPM23030806BA6043,230302V005480P,6,Cell Module,2023-03-08 06:03:40,3/8/2023 1:03:29 PM,1,Close,552
320,20230308_Day_Cell Module_6,VPM23030806BA6043,230302V005450P,6,Cell Module,2023-03-08 06:07:53,3/8/2023 1:03:33 PM,1,Close,552
321,20230308_Day_Cell Module_6,VPM23030806BA6044,230302V005470P,6,Cell Module,2023-03-08 06:04:28,3/8/2023 1:04:10 PM,1,Close,552
322,20230308_Day_Cell Module_6,VPM23030806BA6044,230302V005460P,6,Cell Module,2023-03-08 06:05:17,3/8/2023 1:04:13 PM,1,Close,552
323,20230308_Day_Cell Module_6,VPM23030806BA6044,230302V005520P,6,Cell Module,2023-03-08 06:01:04,3/8/2023 1:04:27 PM,1,Close,552
324,20230308_Day_Cell Module_6,VPM23030806BA6044,230302V005530P,6,Cell Module,2023-03-08 06:01:53,3/8/2023 1:04:31 PM,1,Close,552
325,20230308_Day_Cell Module_6,VPM23030806BA6044,230302V005500P,6,Cell Module,2023-03-08 05:59:18,3/8/2023 1:04:45 PM,1,Close,552
326,20230308_Day_Cell Module_6,VPM23030806BA6044,230302V005540P,6,Cell Module,2023-03-08 06:02:43,3/8/2023 1:04:49 PM,1,Close,552
327,20230308_Day_Cell Module_6,VPM23030806BA6044,230302V005490P,6,Cell Module,2023-03-08 06:00:08,3/8/2023 1:05:24 PM,1,Close,552
328,20230308_Day_Cell Module_6,VPM23030806BA6044,230220V002870P,6,Cell Module,2023-03-08 05:57:32,3/8/2023 1:05:38 PM,1,Close,552
329,20230308_Day_Cell Module_6,VPM23030806BA6044,230220V002860P,6,Cell Module,2023-03-08 05:56:43,3/8/2023 1:05:42 PM,1,Close,552
330,20230308_Day_Cell Module_6,VPM23030806BA6044,230220V009570P,6,Cell Module,2023-03-08 04:11:47,3/8/2023 1:05:58 PM,1,Close,552
331,20230308_Day_Cell Module_6,VPM23030806BA6044,230303V001990P,6,Cell Module,2023-03-08 03:32:22,3/8/2023 1:06:01 PM,1,Close,552
332,20230308_Day_Cell Module_6,VPM23030806BA6044,230220V002850P,6,Cell Module,2023-03-08 05:55:55,3/8/2023 1:06:29 PM,1,Close,552
333,20230308_Day_Cell Module_6,VPM23030806BA6044,230220V002880P,6,Cell Module,2023-03-08 05:53:19,3/8/2023 1:06:47 PM,1,Close,552
334,20230308_Day_Cell Module_6,VPM23030806BA6044,230220V002890P,6,Cell Module,2023-03-08 05:54:08,3/8/2023 1:06:51 PM,1,Close,552
335,20230308_Day_Cell Module_6,VPM23030806BA6044,230302V007040P,6,Cell Module,2023-03-08 08:13:11,3/8/2023 1:07:06 PM,1,Close,552
336,20230308_Day_Cell Module_6,VPM23030806BA6044,230220V002900P,6,Cell Module,2023-03-08 05:54:57,3/8/2023 1:07:09 PM,1,Close,552
337,20230308_Day_Cell Module_6,VPM23030806BA6044,230302V007020P,6,Cell Module,2023-03-08 08:14:49,3/8/2023 1:07:24 PM,1,Close,552
338,20230308_Day_Cell Module_6,VPM23030806BA6044,230302V007030P,6,Cell Module,2023-03-08 08:14:00,3/8/2023 1:07:28 PM,1,Close,552
339,20230308_Day_Cell Module_6,VPM23030806BA6044,230302V006840P,6,Cell Module,2023-03-08 08:10:32,3/8/2023 1:07:42 PM,1,Close,552
340,20230308_Day_Cell Module_6,VPM23030806BA6044,230302V006850P,6,Cell Module,2023-03-08 08:11:22,3/8/2023 1:07:46 PM,1,Close,552
341,20230308_Day_Cell Module_6,VPM23030806BA6045,230303V001520P,6,Cell Module,2023-03-08 08:07:56,3/8/2023 1:08:12 PM,1,Close,552
342,20230308_Day_Cell Module_6,VPM23030806BA6045,230302V006860P,6,Cell Module,2023-03-08 08:12:10,3/8/2023 1:08:15 PM,1,Close,552
343,20230308_Day_Cell Module_6,VPM23030806BA6045,230302V006870P,6,Cell Module,2023-03-08 08:05:14,3/8/2023 1:08:28 PM,1,Close,552
344,20230308_Day_Cell Module_6,VPM23030806BA6045,230303V001540P,6,Cell Module,2023-03-08 08:09:34,3/8/2023 1:08:32 PM,1,Close,552
345,20230308_Day_Cell Module_6,VPM23030806BA6045,230302V006890P,6,Cell Module,2023-03-08 08:06:52,3/8/2023 1:08:46 PM,1,Close,552
346,20230308_Day_Cell Module_6,VPM23030806BA6045,230302V006920P,6,Cell Module,2023-03-08 08:02:40,3/8/2023 1:08:49 PM,1,Close,552
347,20230308_Day_Cell Module_6,VPM23030806BA6045,230302V006910P,6,Cell Module,2023-03-08 08:03:29,3/8/2023 1:09:09 PM,1,Close,552
348,20230308_Day_Cell Module_6,VPM23030806BA6045,230302V006880P,6,Cell Module,2023-03-08 08:06:03,3/8/2023 1:09:13 PM,1,Close,552
349,20230308_Day_Cell Module_6,VPM23030806BA6045,230220V002740P,6,Cell Module,2023-03-08 08:00:19,3/8/2023 1:09:32 PM,1,Close,552
350,20230308_Day_Cell Module_6,VPM23030806BA6045,230302V006900P,6,Cell Module,2023-03-08 08:04:18,3/8/2023 1:09:36 PM,1,Close,552
351,20230308_Day_Cell Module_6,VPM23030806BA6045,230220V002730P,6,Cell Module,2023-03-08 07:59:30,3/8/2023 1:10:02 PM,1,Close,552
