STT, PO boxing, Lot boxing, Barcode, Line, Model, Time test FU, Time boxing, PIC boxing, Status Lot, Qty_PO
15,20230309_Day_Composite Main_6,VPM23030906BA7002,230227V007130R,6,Composite Main,2023-03-09 02:09:41,3/9/2023 1:48:31 PM,1,Close,91
16,20230309_Day_Composite Main_6,VPM23030906BA7002,230227V006950R,6,Composite Main,2023-03-09 02:13:23,3/9/2023 1:48:34 PM,1,Close,91
17,20230309_Day_Composite Main_6,VPM23030906BA7002,230227V007060R,6,Composite Main,2023-03-09 02:24:49,3/9/2023 1:48:37 PM,1,Close,91
18,20230309_Day_Composite Main_6,VPM23030906BA7002,230227V007020R,6,Composite Main,2023-03-09 03:19:57,3/9/2023 1:48:50 PM,1,Close,91
19,20230309_Day_Composite Main_6,VPM23030906BA7002,230227V007030R,6,Composite Main,2023-03-09 03:16:14,3/9/2023 1:48:54 PM,1,Close,91
20,20230309_Day_Composite Main_6,VPM23030906BA7002,230227V007240R,6,Composite Main,2023-03-09 03:02:41,3/9/2023 1:48:57 PM,1,Close,91
21,20230309_Day_Composite Main_6,VPM23030906BA7002,230227V007110R,6,Composite Main,2023-03-09 02:02:07,3/9/2023 1:49:14 PM,1,Close,91
22,20230309_Day_Composite Main_6,VPM23030906BA7002,230227V006960R,6,Composite Main,2023-03-09 02:05:49,3/9/2023 1:49:17 PM,1,Close,91
23,20230309_Day_Composite Main_6,VPM23030906BA7002,230227V007010R,6,Composite Main,2023-03-09 01:58:14,3/9/2023 1:49:20 PM,1,Close,91
24,20230309_Day_Composite Main_6,VPM23030906BA7002,230227V007120R,6,Composite Main,2023-03-09 03:35:05,3/9/2023 1:49:34 PM,1,Close,91
25,20230309_Day_Composite Main_6,VPM23030906BA7002,230227V006970R,6,Composite Main,2023-03-09 02:58:50,3/9/2023 1:49:37 PM,1,Close,91
26,20230309_Day_Composite Main_6,VPM23030906BA7002,230227V006980R,6,Composite Main,2023-03-09 02:55:08,3/9/2023 1:49:40 PM,1,Close,91
27,20230309_Day_Composite Main_6,VPM23030906BA7002,230227V007220R,6,Composite Main,2023-03-09 02:20:58,3/9/2023 1:49:54 PM,1,Close,91
28,20230309_Day_Composite Main_6,VPM23030906BA7002,230227V007340R,6,Composite Main,2023-03-09 03:47:58,3/9/2023 1:49:57 PM,1,Close,91
29,20230309_Day_Composite Main_6,VPM23030906BA7002,230227V007260R,6,Composite Main,2023-03-09 04:03:09,3/9/2023 2:30:39 PM,1,Close,91
30,20230309_Day_Composite Main_6,VPM23030906BA7002,230227V007350R,6,Composite Main,2023-03-09 03:44:16,3/9/2023 2:30:42 PM,1,Close,91
31,20230309_Day_Composite Main_6,VPM23030906BA7003,230227V008090R,6,Composite Main,2023-03-09 01:41:28,3/9/2023 2:47:03 PM,1,Close,91
32,20230309_Day_Composite Main_6,VPM23030906BA7003,230227V007050R,6,Composite Main,2023-03-09 01:54:32,3/9/2023 2:47:06 PM,1,Close,91
33,20230309_Day_Composite Main_6,VPM23030906BA7003,230227V006990R,6,Composite Main,2023-03-09 04:22:11,3/9/2023 2:47:09 PM,1,Close,91
34,20230309_Day_Composite Main_6,VPM23030906BA7003,230227V007100R,6,Composite Main,2023-03-09 04:41:11,3/9/2023 2:47:55 PM,1,Close,91
35,20230309_Day_Composite Main_6,VPM23030906BA7003,230227V008100R,6,Composite Main,2023-03-09 01:50:41,3/9/2023 2:47:58 PM,1,Close,91
36,20230309_Day_Composite Main_6,VPM23030906BA7003,230227V007280R,6,Composite Main,2023-03-09 04:33:37,3/9/2023 3:01:12 PM,1,Close,91
37,20230309_Day_Composite Main_6,VPM23030906BA7003,230227V008000R,6,Composite Main,2023-03-09 04:37:19,3/9/2023 3:01:15 PM,1,Close,91
38,20230309_Day_Composite Main_6,VPM23030906BA7003,230227V007000R,6,Composite Main,2023-03-09 04:26:03,3/9/2023 3:20:15 PM,1,Close,91
39,20230309_Day_Composite Main_6,VPM23030906BA7003,230227V007080R,6,Composite Main,2023-03-09 04:10:43,3/9/2023 3:20:18 PM,1,Close,91
40,20230309_Day_Composite Main_6,VPM23030906BA7003,230227V007180R,6,Composite Main,2023-03-09 04:07:01,3/9/2023 3:20:21 PM,1,Close,91
41,20230309_Day_Composite Main_6,VPM23030906BA7003,230227V007360R,6,Composite Main,2023-03-09 03:55:32,3/9/2023 3:20:37 PM,1,Close,91
42,20230309_Day_Composite Main_6,VPM23030906BA7003,230227V007270R,6,Composite Main,2023-03-09 03:51:50,3/9/2023 3:20:40 PM,1,Close,91
43,20230309_Day_Composite Main_6,VPM23030906BA7003,230227V007090R,6,Composite Main,2023-03-09 04:18:29,3/9/2023 3:20:44 PM,1,Close,91
44,20230309_Day_Composite Main_6,VPM23030906BA7003,230227V007170R,6,Composite Main,2023-03-09 03:59:27,3/9/2023 3:20:59 PM,1,Close,91
45,20230309_Day_Composite Main_6,VPM23030906BA7003,230227V007190R,6,Composite Main,2023-03-09 04:29:46,3/9/2023 3:21:03 PM,1,Close,91
46,20230309_Day_Composite Main_6,VPM23030906BA7003,230227V007290R,6,Composite Main,2023-03-09 04:44:54,3/9/2023 3:21:06 PM,1,Close,91
47,20230309_Day_Composite Main_6,VPM23030906BA7003,230227V007970R,6,Composite Main,2023-03-09 05:11:26,3/9/2023 3:22:28 PM,1,Close,91
48,20230309_Day_Composite Main_6,VPM23030906BA7003,230227V007960R,6,Composite Main,2023-03-09 05:07:35,3/9/2023 3:22:31 PM,1,Close,91
49,20230309_Day_Composite Main_6,VPM23030906BA7003,230227V008080R,6,Composite Main,2023-03-09 05:00:01,3/9/2023 3:22:34 PM,1,Close,91
50,20230309_Day_Composite Main_6,VPM23030906BA7003,230227V007950R,6,Composite Main,2023-03-09 05:03:53,3/9/2023 3:22:49 PM,1,Close,91
51,20230309_Day_Composite Main_6,VPM23030906BA7003,230227V008030R,6,Composite Main,2023-03-09 04:56:19,3/9/2023 3:22:53 PM,1,Close,91
52,20230309_Day_Composite Main_6,VPM23030906BA7003,230227V007990R,6,Composite Main,2023-03-09 05:15:08,3/9/2023 3:22:56 PM,1,Close,91
53,20230309_Day_Composite Main_6,VPM23030906BA7003,230227V008020R,6,Composite Main,2023-03-09 08:10:32,3/9/2023 3:23:24 PM,1,Close,91
54,20230309_Day_Composite Main_6,VPM23030906BA7003,230227V008050R,6,Composite Main,2023-03-09 08:14:14,3/9/2023 3:23:27 PM,1,Close,91
55,20230309_Day_Composite Main_6,VPM23030906BA7003,230227V007930R,6,Composite Main,2023-03-09 07:59:11,3/9/2023 3:24:16 PM,1,Close,91
56,20230309_Day_Composite Main_6,VPM23030906BA7003,230227V007840R,6,Composite Main,2023-03-09 07:55:29,3/9/2023 3:24:19 PM,1,Close,91
57,20230309_Day_Composite Main_6,VPM23030906BA7003,230227V008060R,6,Composite Main,2023-03-09 04:48:45,3/9/2023 3:24:44 PM,1,Close,91
58,20230309_Day_Composite Main_6,VPM23030906BA7003,230227V008070R,6,Composite Main,2023-03-09 04:52:27,3/9/2023 3:24:47 PM,1,Close,91
59,20230309_Day_Composite Main_6,VPM23030906BA7003,230227V007860R,6,Composite Main,2023-03-09 08:18:03,3/9/2023 3:26:09 PM,1,Close,91
60,20230309_Day_Composite Main_6,VPM23030906BA7003,230227V007850R,6,Composite Main,2023-03-09 08:21:46,3/9/2023 3:26:12 PM,1,Close,91
61,20230309_Day_Composite Main_6,VPM23030906BA7004,230227V007380R,6,Composite Main,2023-03-09 08:33:06,3/9/2023 3:33:19 PM,1,Open,91
62,20230309_Day_Composite Main_6,VPM23030906BA7004,230227V007370R,6,Composite Main,2023-03-09 08:36:49,3/9/2023 3:33:23 PM,1,Open,91
